sample_id,b1_mae,b1_rmse,b1_d1,b1_px,b2_mae,b2_rmse,b2_d1,b2_px,b3_mae,b3_rmse,b3_d1,b3_px,b4_mae,b4_rmse,b4_d1,b4_px,b5_mae,b5_rmse,b5_d1,b5_px,b6_mae,b6_rmse,b6_d1,b6_px,all_mae,all_rmse,all_d1,all_px
environment_1/09087,,,,0,0.475121,0.796429,0.781792,32941,0.764739,1.103404,0.770516,14842,1.073032,1.608395,0.785081,4397,1.269234,2.46003,0.889333,3750,6.514653,8.940351,0.51836,2805,0.932197,2.249586,0.773474,58735
environment_1/09088,0.249491,0.411831,0.834447,13023,1.258678,1.746232,0.433993,18339,1.66663,2.293198,0.551594,8470,1.558935,2.4348,0.739504,4073,3.214063,5.025019,0.693285,4408,8.712013,10.756658,0.315192,2995,1.696772,3.375669,0.594644,51308
environment_1/09089,0.28101,0.598438,0.688915,15941,0.235036,0.546384,0.921818,10757,0.412895,0.824812,0.966608,7397,0.724898,1.350308,0.96391,4378,1.508602,2.861102,0.904311,4755,6.115396,8.790838,0.560526,3420,0.885862,2.640141,0.825009,46648
environment_1/09090,0.510479,0.809169,0.510756,13527,1.390229,2.573766,0.712024,23686,1.802444,2.511807,0.517291,13273,1.891875,2.538612,0.593486,8290,3.077348,4.254553,0.579829,11581,8.150671,9.298797,0.115118,6350,2.174993,3.720217,0.560653,76707
environment_1/09091,0.214157,0.347159,0.855851,20451,0.419172,0.767679,0.885454,26042,1.423607,1.920831,0.650374,10700,2.115965,2.864069,0.581143,9206,3.959593,4.934497,0.359812,10197,9.756392,10.627957,0.044781,5739,1.777809,3.535789,0.689828,82335
environment_1/09092,0.085322,0.104744,1.0,15787,0.305605,1.003056,0.962808,26027,1.304221,2.175248,0.791642,13520,1.816293,2.122636,0.588479,10398,3.43065,4.030754,0.340064,9954,7.612264,8.227633,0.03733,6322,1.561961,2.977136,0.747354,82008
environment_1/09093,0.1804,0.192895,1.0,13986,0.523071,1.080766,0.911293,27326,1.761137,2.730864,0.666667,12672,1.398697,1.832341,0.734706,9906,3.557355,4.389754,0.439695,9966,7.051998,7.83563,0.166239,6232,1.653054,3.029159,0.749575,80088
environment_1/09094,0.971304,1.465752,0.506441,13042,0.847209,1.155926,0.542052,41544,2.361509,2.656372,0.225572,14891,4.924905,5.090812,0.031147,8219,8.686474,8.843594,0.0,5730,13.311825,13.432185,0.0,3998,2.590838,4.239204,0.374485,87424
environment_1/09095,0.398609,0.974436,0.810381,18727,0.839214,1.696979,0.707968,40273,2.368716,3.074005,0.375152,12347,3.188512,3.990985,0.410606,6091,5.510632,6.875607,0.348336,5799,9.36884,10.657723,0.160089,3598,1.791851,3.444525,0.615155,86835
environment_1/09096,1.135083,2.205742,0.093477,36458,1.159938,1.797035,0.612406,23344,2.292378,3.017115,0.485483,13329,3.050595,3.81096,0.324348,5639,7.474716,8.254429,0.073394,6540,11.1711,11.84886,0.0,2157,2.163085,3.710818,0.302788,87467
environment_1/09097,2.592646,3.459933,0.017751,7267,2.059946,2.877772,0.298638,36355,2.439909,3.025866,0.291747,17025,3.388743,3.803113,0.23954,7218,5.601759,6.093566,0.106164,12330,10.725486,11.058682,0.008242,4732,3.291676,4.454113,0.224075,84927
environment_1/09098,3.103142,4.728343,0.398723,13937,2.093029,3.086591,0.384498,35441,2.345206,2.774254,0.232189,10134,2.656377,3.449706,0.453592,13446,6.230001,6.943916,0.123732,10749,10.594716,11.154242,0.026007,2384,3.126176,4.446526,0.337178,86091
environment_1/09099,1.312759,2.026983,0.369019,37475,0.877523,1.180492,0.589344,12575,1.931989,2.474772,0.451565,12811,3.339148,4.02501,0.31585,11268,7.15817,7.831566,0.060686,8684,11.646387,12.095654,0.0,3355,2.597738,4.110593,0.36105,86168
environment_1/09100,0.741295,1.753894,0.751953,32514,1.047551,1.533572,0.607333,22938,1.527162,2.196898,0.567864,11221,3.393329,4.262769,0.295728,10229,5.860635,6.437432,0.068893,6677,11.227137,11.514091,0.0,2335,1.924304,3.377826,0.561457,85914
environment_1/09101,0.509417,0.658599,0.49763,1899,0.393512,0.752085,0.868627,33523,0.985639,1.495408,0.723671,21934,2.199953,2.695609,0.432205,15060,3.869826,4.82877,0.386174,7898,8.73024,9.767683,0.143142,4513,1.63713,3.057518,0.661841,84827
environment_1/09102,0.44705,1.513492,0.904279,10656,0.36582,0.659263,0.876052,29835,1.044539,1.470802,0.670327,22768,2.031607,2.612901,0.527237,10629,4.298045,5.364645,0.3462,8316,8.975286,9.766615,0.093449,3114,1.462125,2.855269,0.701013,85318
environment_1/09103,1.220373,1.806476,0.553396,17183,0.500453,0.919878,0.818956,23718,1.005511,1.655924,0.77731,19489,1.441012,2.045208,0.695623,10556,3.160712,4.12666,0.491779,8211,6.87551,7.831519,0.158711,5091,1.526481,2.725473,0.667921,84248
environment_1/09104,0.364318,1.012045,0.93524,10037,0.746705,1.407708,0.720122,28323,0.802453,1.376856,0.808168,18047,1.403005,2.011354,0.732174,11612,3.363332,4.265065,0.41701,9947,7.542826,8.423356,0.132052,4839,1.516019,2.84851,0.696299,82805
environment_1/09105,1.050909,2.4247,0.747171,11842,0.376376,0.736866,0.895526,22886,0.938061,1.388487,0.736455,20524,1.976303,2.568386,0.575987,11377,4.24775,5.240203,0.375938,10398,8.77638,9.591681,0.102983,4224,1.77272,3.273747,0.681284,81251
environment_1/09106,0.450031,0.508697,0.724949,978,0.97971,1.870071,0.641821,39927,1.567007,2.423107,0.634159,21974,2.612242,3.085591,0.340392,8784,4.438387,5.076405,0.233673,10014,9.526947,10.212877,0.074738,2957,2.003374,3.295259,0.541402,84634
environment_1/09107,0.425923,0.848253,0.580241,29455,0.549605,0.955197,0.771279,27833,1.005606,1.524189,0.712679,11113,2.251785,2.964902,0.475298,6295,3.481512,4.508411,0.47027,7383,8.805583,9.51706,0.076257,3698,1.299417,2.672742,0.620493,85777
environment_1/09108,2.198382,3.505266,0.469291,17503,1.394696,2.028105,0.449632,32769,1.861807,2.348066,0.385943,14655,3.125021,3.924723,0.375997,10532,6.7131,7.68167,0.170727,5582,11.036627,11.656376,0.034259,3853,2.643004,4.126772,0.396365,84894
environment_1/09109,0.094749,0.202019,0.458081,54534,2.985415,3.200911,0.089144,8806,1.991513,2.643349,0.469439,13154,3.603879,4.852541,0.466251,2563,7.155909,7.80674,0.028862,4920,12.719534,13.057985,0.0,2036,1.488075,3.219831,0.386895,86013
environment_1/09110,0.134959,0.213286,0.970115,1305,0.436901,0.782123,0.897437,35549,0.775222,1.062979,0.7496,24361,1.697455,2.284462,0.563289,8161,3.774344,4.670747,0.358456,10283,8.838319,9.790495,0.133297,3646,1.434268,2.826936,0.722634,83305
environment_1/09111,0.693191,1.110482,0.725569,10888,0.490716,0.832935,0.778743,35348,1.21044,1.727396,0.608639,19795,2.357827,2.945886,0.43755,10024,4.281477,5.21204,0.340882,5873,9.319654,9.944172,0.055191,3044,1.482876,2.75419,0.635868,84972
environment_1/09112,0.817579,0.999807,0.204327,20937,0.487503,0.680041,0.789701,31888,1.414608,1.893916,0.58378,16227,1.984659,2.529604,0.522882,8369,4.259263,5.253654,0.33374,4917,9.564157,10.303884,0.068662,2272,1.357997,2.489464,0.533105,84610
environment_1/09113,0.223678,0.382206,0.622949,62278,1.087658,1.454814,0.503185,8635,2.276011,2.847869,0.318162,9008,4.291573,4.952653,0.228089,3788,8.249901,8.734125,0.055972,3198,11.520644,11.884488,0.0,890,1.101603,2.532319,0.535895,87797
environment_1/09114,0.694806,0.740809,0.184155,2373,0.451599,0.748009,0.813915,46108,1.266732,1.692543,0.56039,17652,2.125042,2.740807,0.51695,8525,4.089751,4.9749,0.319544,5705,7.405428,8.611329,0.215514,2385,1.25612,2.35716,0.659847,82748
environment_1/09115,0.364997,0.570979,0.541057,42855,0.705785,1.251994,0.72178,10675,1.884358,2.63465,0.471935,15197,2.585701,3.650801,0.538615,5024,4.011966,5.443408,0.448984,4969,8.690179,9.951035,0.156709,3063,1.361613,2.827201,0.531663,81783
environment_1/09116,0.409823,1.084629,0.771356,19327,0.366562,0.765642,0.893387,26207,0.906201,1.4846,0.726428,14318,1.800871,2.43336,0.573776,11623,3.455133,4.720609,0.496404,5284,8.151901,9.221502,0.18258,3582,1.230887,2.642082,0.730237,80341
environment_1/09117,0.81332,1.423844,0.564574,16152,0.546563,1.03129,0.801234,26906,1.150155,1.548838,0.64211,23239,1.755936,2.34504,0.548012,4905,4.006467,5.289048,0.452293,5167,9.128065,10.247756,0.151472,2786,1.381038,2.709718,0.644887,79155
environment_1/09118,0.629125,1.106007,0.595598,27898,0.699592,1.139757,0.675,20320,1.18924,1.737152,0.652006,12960,1.505481,2.262576,0.733277,5890,4.240681,5.608202,0.384019,6445,7.615056,9.150941,0.296714,2039,1.3091,2.580855,0.611248,75552
environment_1/09119,0.226563,0.618908,0.138035,50574,1.454873,2.212726,0.585476,16455,3.65958,4.289837,0.225975,3642,5.492348,6.295671,0.136019,2110,8.927362,9.397867,0.030548,4452,14.111037,14.438902,0.0,1718,1.574427,3.562437,0.226229,78951
environment_1/09120,5.405342,8.356809,0.483138,2817,0.453707,0.967424,0.846995,26973,0.711275,1.203943,0.799888,10749,1.462984,2.202585,0.687906,6309,2.655537,3.763509,0.601815,10249,5.653944,7.74993,0.509347,4333,1.563654,3.311329,0.741006,61430
environment_1/09121,0.738825,1.983175,0.817667,10596,0.194812,0.498356,0.953601,20733,0.634658,1.03052,0.830333,13220,1.753721,2.426674,0.604663,9865,2.114592,3.610186,0.731815,4303,8.915034,10.980842,0.334388,3792,1.287225,3.180395,0.796589,62509
environment_1/09122,0.328942,0.601548,0.521413,17209,0.573398,0.942611,0.792527,16807,0.942614,1.479276,0.784181,16259,1.565783,2.480802,0.718673,4461,3.339813,4.982273,0.623574,3682,9.688223,11.042257,0.187119,4270,1.456015,3.332631,0.65952,62688
environment_1/09123,0.438661,0.649246,0.67076,1710,0.230538,0.312745,0.991802,18174,0.442167,0.669447,0.945258,12148,0.753113,0.998148,0.930827,4655,1.673743,2.597437,0.855863,5023,7.594415,9.246145,0.402957,4802,1.261883,3.134545,0.886266,46512
environment_1/09124,0.412572,0.723944,0.721212,20668,0.964488,1.386882,0.555027,32975,1.084727,1.70981,0.735677,11607,2.521032,3.192084,0.398203,5786,5.617483,6.219302,0.13271,10700,10.463139,11.177265,0.05927,3560,1.932846,3.46786,0.53557,85296
environment_1/09125,0.338866,0.539847,0.552995,23691,0.492334,1.019078,0.807542,28188,1.071149,1.73227,0.727459,11224,1.986544,2.790324,0.527281,6598,4.570142,5.337349,0.234437,11261,10.497864,11.349426,0.064352,4118,1.665848,3.380826,0.592536,85080
environment_1/09126,0.400362,0.960099,0.842665,23701,0.487146,1.058658,0.862813,25797,1.031624,1.485381,0.705191,12001,2.187187,2.829763,0.54134,7535,4.20206,4.928333,0.280845,11120,10.9439,11.415318,0.004483,4015,1.682134,3.325562,0.688056,84169
environment_1/09127,0.186892,0.530809,0.800693,34349,0.535808,1.010177,0.824813,26212,1.115133,1.864072,0.763933,7464,3.54924,4.683661,0.411147,7051,5.369774,6.240748,0.234824,7891,9.660391,10.41374,0.063168,3277,1.482343,3.193846,0.693196,86244
environment_1/09128,0.683149,0.991111,0.508027,15385,1.42634,1.812627,0.375031,20017,1.969269,2.736525,0.568573,19308,2.31161,2.779732,0.407887,11361,4.803561,5.483957,0.221811,11875,9.349604,9.803749,0.006388,6418,2.61242,3.906168,0.398393,84364
environment_1/09129,2.451734,3.933211,0.319917,1938,0.420277,0.88145,0.879189,24766,0.770425,1.101138,0.782427,22967,1.426745,2.02334,0.731446,14269,2.665504,3.339085,0.512314,12465,6.559823,7.165155,0.104538,6677,1.567584,2.725713,0.696721,83082
environment_1/09130,0.402361,0.4891,0.70214,7151,0.411402,0.631646,0.903567,21445,0.639586,0.936175,0.911366,18661,1.48253,1.968372,0.693291,15650,3.999785,4.947318,0.367178,11858,7.161918,7.906761,0.151713,6598,1.739372,3.115978,0.708061,81363
environment_1/09131,0.433252,1.254356,0.667229,2966,0.389327,0.714126,0.924565,26009,0.724998,1.077238,0.848998,24397,1.546399,2.048324,0.619443,11562,4.387943,5.178071,0.301773,13371,8.097515,8.780309,0.103233,4640,1.726709,3.126863,0.704262,82945
environment_1/09132,3.150498,3.154053,0.0,682,0.296057,0.589342,0.946939,37749,0.638637,0.941236,0.887987,19105,1.761477,2.436468,0.601932,10041,3.234674,4.026787,0.431011,14524,6.914758,8.014249,0.246496,2925,1.298646,2.472541,0.773128,85026
environment_1/09133,0.275497,0.755674,0.893882,13174,0.884767,1.479232,0.677154,26604,0.840111,1.31054,0.797888,15625,2.149532,2.878987,0.560721,12154,3.992855,4.833381,0.375089,12613,8.167636,8.89546,0.047437,3668,1.750288,3.046701,0.643837,83838
environment_1/09134,0.376669,0.632188,0.754163,11650,0.328808,0.65748,0.899069,23095,0.770824,1.17614,0.82133,21285,1.678605,2.206896,0.614101,14978,3.236246,4.151332,0.483477,9260,6.942201,7.917985,0.175984,3989,1.319668,2.500229,0.72883,84257
environment_1/09135,3.185628,3.390785,0.033524,2267,0.259119,0.525555,0.941735,32318,0.763439,1.223788,0.810835,24439,1.341376,1.866646,0.690926,11020,2.877167,3.81737,0.521301,9319,6.414899,7.320944,0.235087,4258,1.233693,2.380853,0.762966,83621
environment_1/09136,0.229648,0.281169,0.899052,3269,0.843711,1.209729,0.538638,40944,1.377961,1.964574,0.633319,15793,2.261521,2.919675,0.503542,9175,3.908709,4.907912,0.364461,10912,8.597845,9.313824,0.066755,4524,1.883258,3.178052,0.518737,84617
environment_1/09137,2.446414,2.45769,0.007463,134,0.516855,0.848325,0.774907,33977,0.637357,0.958258,0.86005,25895,1.850438,2.301209,0.543119,12570,3.439127,4.156027,0.396827,10211,8.307603,8.93891,0.069589,2874,1.361721,2.46766,0.6967,85661
environment_1/09138,0.271628,0.392473,0.51518,31917,0.584231,1.069421,0.798162,23831,1.548806,2.136389,0.519495,14799,3.272803,4.0675,0.343907,8575,5.071795,5.924337,0.238188,5651,10.256917,10.889394,0.040828,1739,1.387957,2.732891,0.549265,86512
environment_1/09139,0.648188,1.612881,0.730601,16715,0.45716,0.798726,0.842269,31896,0.970852,1.403567,0.732394,21087,2.159382,2.681588,0.479318,7688,3.584384,4.443939,0.411014,5484,9.423043,10.063099,0.05303,2640,1.251588,2.504351,0.708689,85510
environment_1/09140,0.291505,0.595875,0.850453,15908,0.500467,0.898921,0.809875,36860,1.051262,1.538208,0.673133,16340,1.508152,2.217978,0.685012,8340,4.402852,5.398417,0.321901,4082,8.48024,9.276126,0.095962,4012,1.225541,2.602336,0.722359,85542
environment_1/09141,0.82893,1.225966,0.449192,12311,0.534236,0.92254,0.697226,36377,1.410679,1.930205,0.561206,17817,2.364218,3.248642,0.507057,5739,4.674294,5.604846,0.303789,8789,7.891696,8.726173,0.118644,4779,1.714655,3.084474,0.548163,85812
environment_1/09142,0.375077,1.038123,0.85854,24127,0.891192,1.334612,0.622858,32627,1.268409,1.860247,0.645247,10162,1.836751,2.449957,0.621546,8252,4.225344,5.107884,0.33011,7031,9.163496,9.671896,0.036277,3556,1.498066,2.826083,0.643368,85755
environment_1/09143,0.291216,0.311491,0.866382,10298,0.432884,0.787416,0.883158,25650,1.139522,1.736812,0.691359,16132,1.936936,2.529301,0.567999,10956,3.713158,4.434174,0.358812,15320,8.051804,9.141522,0.179781,3927,1.728319,3.049216,0.670296,82283
environment_1/09144,0.421479,1.337202,0.844108,19103,0.592607,1.151737,0.783996,19583,1.299079,2.091963,0.702511,13977,1.514833,2.117408,0.709104,12214,3.604819,4.544924,0.396417,13342,8.732751,9.562031,0.07605,3261,1.630939,3.033565,0.681087,81480
environment_1/09145,,,,0,0.293453,1.06567,0.944026,22028,0.626736,1.049814,0.848797,28842,1.581635,2.038351,0.62675,13428,3.1288,3.897497,0.43351,12641,6.274269,7.305864,0.252898,3709,1.346607,2.496372,0.745338,80648
environment_1/09146,1.109363,1.586459,0.521756,2620,1.488199,2.486367,0.542283,26831,1.370449,1.848667,0.516037,26221,2.311592,2.748344,0.395076,13891,5.318765,5.904977,0.110878,8099,10.363493,10.699966,0.002286,3062,2.300319,3.519588,0.443994,80724
environment_1/09147,0.281389,0.718505,0.792604,29745,0.443495,0.798377,0.858347,21228,1.403893,1.969122,0.550853,15476,2.775397,3.586005,0.417652,7104,4.453386,5.481036,0.349603,6290,8.490295,9.766738,0.201754,1824,1.257859,2.579031,0.683948,81667
environment_1/09148,0.429535,0.94343,0.908971,10601,0.349637,0.555131,0.899741,32396,0.868961,1.286625,0.765197,19033,2.52592,3.209198,0.418917,6925,3.261811,4.132971,0.514847,4681,7.481784,8.666393,0.250228,2194,1.076023,2.199913,0.780799,75830
environment_1/09149,2.56407,3.661004,0.468048,3474,0.329003,0.595392,0.933476,32635,1.060019,1.66887,0.648916,12225,1.529292,2.21562,0.639523,8977,3.107025,4.332026,0.521244,6496,7.378349,9.186658,0.367955,2821,1.3107,2.729063,0.753257,66628
environment_1/09150,0.279971,0.59005,0.770027,20098,0.33476,0.659334,0.884787,24624,1.504705,2.038668,0.545826,13715,3.372171,4.473676,0.473891,5094,3.19241,4.592198,0.600835,3114,8.40813,10.419901,0.366768,1974,1.139971,2.579698,0.725134,68619
environment_1/09151,0.315261,0.755534,0.194982,26305,0.946403,1.436565,0.626069,16364,0.869892,1.543089,0.827953,10067,1.392229,2.174906,0.757426,7474,2.856647,4.136167,0.585728,4036,8.664874,10.105237,0.262632,3305,1.230321,2.7602,0.482628,67551
environment_1/09152,2.739732,3.698158,0.113231,12108,0.667897,1.150405,0.736979,14957,1.477552,2.017008,0.471819,10184,2.636558,3.284708,0.355703,7093,5.578492,6.150238,0.087854,4940,11.151579,11.494337,0.0,4999,2.951593,4.604177,0.371327,54281
environment_1/09153,1.440838,1.448358,0.0,313,0.194784,0.303241,0.985033,22784,0.69127,1.286218,0.849435,11862,0.476077,1.079972,0.957046,4144,1.499179,3.311707,0.875277,4506,5.424032,8.537751,0.641689,2936,0.810869,2.498866,0.909077,46545
environment_1/09154,3.796013,6.783951,0.700834,2039,0.110829,0.165413,0.997683,14671,0.177781,0.282395,0.983804,8397,0.262472,0.459472,0.972417,4858,0.581612,1.046015,0.950114,5272,2.925353,3.839396,0.649304,3878,0.678633,2.01534,0.93514,39115
environment_1/09155,2.552365,2.879914,0.213173,1412,1.130763,2.216954,0.702964,32794,1.402462,1.919574,0.595915,21837,2.204125,2.747723,0.536282,11576,4.619981,5.433128,0.267062,9275,8.83117,9.33454,0.019958,6163,2.336992,3.723508,0.543904,83057
environment_1/09156,0.108632,0.137528,0.996428,14839,0.471829,0.8173,0.809215,37786,0.889398,1.196107,0.736152,13269,2.083589,2.535888,0.533662,8912,4.469014,5.189576,0.260461,7456,8.320783,8.848963,0.046932,3814,1.334488,2.642979,0.720387,86076
environment_1/09157,0.154676,0.3191,0.93075,22556,0.808214,1.048395,0.620364,38608,1.790247,2.105626,0.313341,12788,3.889907,4.283191,0.085018,6975,7.113852,7.389159,0.000626,4791,12.286244,12.44119,0.0,1560,1.580778,2.896901,0.567703,87278
environment_1/09158,1.358439,2.024382,0.317552,22664,0.924167,1.230419,0.467314,35734,2.303758,2.543217,0.169734,13368,3.972137,4.33375,0.139371,6393,6.889428,7.312913,0.008731,5612,12.23272,12.427013,0.0,2232,2.162358,3.407052,0.315163,86003
environment_1/09159,0.775814,1.207545,0.510421,33635,0.684891,0.914536,0.691988,21155,1.855015,2.114513,0.258092,17362,2.808053,3.359588,0.376594,7605,5.900526,6.488983,0.086561,6042,12.450694,12.658296,0.0,1565,1.708732,2.901275,0.454134,87364
environment_1/09160,0.400398,0.547096,0.545297,10365,0.446888,0.80047,0.843789,37539,1.097344,1.561977,0.638428,14755,1.934693,2.5644,0.590989,10765,4.408441,5.372973,0.332295,8345,10.922364,11.861753,0.065142,2579,1.457075,2.9574,0.664509,84348
environment_1/09161,0.591383,0.813121,0.354551,28718,0.450619,0.93213,0.843974,16587,0.887353,1.275669,0.761052,20268,2.240603,3.074449,0.55767,10456,4.031967,5.27536,0.432505,7808,9.31518,9.906196,0.044567,2356,1.384086,2.668362,0.567552,86193
environment_1/09162,0.454861,1.138649,0.549725,49794,0.803162,1.146837,0.723619,10898,1.156693,1.556107,0.676613,9920,2.393272,2.870622,0.380798,5541,4.452864,5.124301,0.248319,5948,9.525424,10.169126,0.076433,2512,1.259277,2.582999,0.540697,84613
environment_1/09163,0.747748,1.005214,0.209021,33810,0.652559,0.950969,0.66395,16441,1.294054,1.886619,0.649968,18504,2.569296,3.099656,0.354749,7191,6.276827,6.764573,0.073056,6365,11.595228,11.89858,0.000726,2755,1.767192,3.189346,0.388263,85066
environment_1/09164,0.593995,1.145805,0.293117,50345,0.910328,1.299585,0.53107,22803,2.458814,3.047085,0.352415,4699,4.069945,4.612252,0.195781,5547,6.729727,7.737497,0.203164,3224,11.199687,12.296931,0.097994,1296,1.376394,2.730032,0.34569,87914
environment_1/09165,0.642823,1.213667,0.603708,37490,0.596799,0.937964,0.755586,21124,1.828258,2.437177,0.477528,12638,2.37523,3.188039,0.472627,4731,4.745776,5.46103,0.207636,6810,10.052154,10.544068,0.016582,3136,1.569799,2.951789,0.562453,85929
environment_1/09166,0.237374,0.466605,0.921161,18151,0.469437,1.034301,0.880107,28909,1.048359,1.569534,0.692316,17830,2.112361,2.885365,0.566323,7471,3.71095,4.757553,0.424906,7211,7.906447,9.143575,0.209227,4617,1.373302,2.863295,0.745561,84189
environment_1/09167,0.262387,0.79386,0.920289,23372,0.726535,1.076401,0.648816,25975,1.528477,2.090659,0.526166,15096,3.470464,4.169147,0.305785,9680,4.972793,5.769505,0.226032,7583,9.506138,10.147791,0.040286,3500,1.791569,3.235366,0.599958,85206
environment_1/09168,0.532923,1.146596,0.827991,15069,0.53084,1.016037,0.779357,26527,0.904677,1.382789,0.751765,22523,1.606077,2.32799,0.639615,5816,3.932668,4.967728,0.397422,10241,9.49995,10.351795,0.092533,3750,1.521918,3.041471,0.693706,83926
environment_1/09169,0.461131,0.901763,0.520986,14724,0.535602,0.886438,0.857524,32230,0.643135,0.966999,0.834109,14618,1.836051,2.444629,0.609197,8590,2.866702,3.92943,0.565137,9741,6.888804,8.175181,0.288358,3891,1.240591,2.473716,0.708428,83794
environment_1/09170,0.398902,0.932098,0.798051,19911,0.420445,0.739872,0.808755,27483,0.985346,1.478273,0.721293,10642,2.380545,3.075061,0.480041,9795,4.063934,5.084494,0.381444,10552,8.720705,9.670883,0.105217,4524,1.636004,3.190857,0.663346,82907
environment_1/09171,1.240808,2.436702,0.757364,10015,0.506542,1.025241,0.820449,18485,0.954842,1.349179,0.716946,30072,2.044372,2.678993,0.536881,11971,3.579743,4.528154,0.41912,8117,8.659931,9.37055,0.084607,5236,1.780508,3.175031,0.650603,83896
environment_1/09172,0.33265,0.701402,0.520503,9779,0.558578,1.027055,0.767886,34651,1.089338,1.57793,0.678504,19036,2.42801,3.192753,0.49443,9694,4.518222,5.276113,0.240485,7672,9.22681,9.771098,0.045507,3494,1.586513,2.951779,0.60967,84326
environment_1/09173,0.676846,1.048377,0.384841,25964,0.906207,1.271464,0.560321,25671,1.877463,2.553068,0.510861,13350,2.384356,3.220031,0.49297,5974,4.325859,5.211871,0.271473,8406,10.146331,10.73313,0.033722,3262,1.810615,3.156237,0.442144,82627
environment_1/09174,0.181203,0.392553,0.903529,28620,0.545777,0.832498,0.799649,35867,2.556816,3.088622,0.297059,10200,4.64117,5.256899,0.180903,3278,7.73194,8.206763,0.060104,4825,13.19783,13.601683,0.029156,1955,1.524138,3.265747,0.690424,84745
environment_1/09175,0.350309,0.645865,0.422769,54408,2.233875,2.509719,0.175423,16446,1.881443,2.5928,0.567168,3521,3.294961,4.219969,0.408465,6899,7.290706,7.743669,0.040272,3675,10.560112,11.151108,0.0,1608,1.48952,2.829808,0.356413,86557
environment_1/09176,0.542709,0.949894,0.656865,12855,0.482437,0.74211,0.698374,21951,0.71759,1.113312,0.862771,15915,1.563764,2.139845,0.633139,14068,3.994268,4.935082,0.32009,10647,8.325272,9.604286,0.221176,3400,1.545219,2.938567,0.641484,78836
environment_1/09177,0.06287,0.089921,0.710022,29385,0.179162,0.390273,0.981936,15279,0.686847,1.155601,0.852356,19818,1.988306,2.560255,0.46629,7965,3.01275,3.97769,0.481919,5669,7.477245,8.767483,0.237817,2052,0.828962,2.024786,0.744599,80168
environment_1/09178,0.216751,0.590051,0.887708,1505,0.406535,0.820508,0.845581,28060,0.959133,1.468304,0.703947,16720,1.573757,2.12706,0.64637,13401,3.404149,4.439328,0.440098,8155,7.767757,9.155298,0.268614,3801,1.481621,2.882856,0.69938,71642
environment_1/09179,0.266048,0.515086,0.837461,15627,0.64116,1.103628,0.741611,20055,1.02182,1.602163,0.759993,17837,1.40987,2.179886,0.754628,7185,3.291962,4.219045,0.452427,7683,8.106985,9.393502,0.225651,2690,1.301012,2.605786,0.717827,71077
environment_1/09180,0.333782,0.464692,0.412001,8699,0.388154,0.638435,0.843326,29488,0.505826,0.894509,0.868074,13212,1.441015,2.158228,0.662987,6703,3.672639,5.064277,0.506158,5927,6.443284,8.745081,0.515073,2322,1.01612,2.409705,0.73188,66351
environment_1/09181,0.91543,1.772031,0.796433,1626,0.500765,0.875551,0.836045,26733,0.71844,1.145046,0.785388,11593,2.241205,3.117342,0.553248,7850,3.974604,5.177777,0.435516,7056,8.033154,9.737981,0.319987,3097,1.617139,3.217409,0.710154,57955
environment_1/09182,0.390313,0.683886,0.823487,9597,0.112146,0.264842,0.974055,19002,0.920593,1.621564,0.698104,12501,0.857601,1.713422,0.821041,5247,1.612089,3.161116,0.789171,4691,6.338696,8.896442,0.540414,2994,0.896235,2.500878,0.828528,54032
environment_1/09183,1.713618,4.03679,0.84058,1449,0.391488,0.664821,0.86299,24969,0.397882,0.770422,0.912266,8275,0.736489,1.435549,0.888738,4404,1.439842,3.092501,0.870122,4689,5.806858,8.513802,0.55288,3281,0.947538,2.653101,0.852466,47067
environment_1/09184,0.600266,1.171743,0.832323,495,0.17871,0.224687,0.998863,14945,0.365877,0.52304,0.968235,9885,0.706412,0.948451,0.922344,5035,1.943556,2.624692,0.658893,5060,7.032857,8.561748,0.274673,3972,1.216246,2.914848,0.862612,39392
environment_1/09185,0.256563,0.396139,0.980312,11022,0.957727,1.25682,0.510265,35948,1.637552,2.348068,0.606488,19237,2.655141,3.124055,0.337286,8518,5.800511,6.346309,0.10814,9238,10.600058,10.953371,0.0,2588,1.991801,3.278455,0.516308,86551
environment_1/09186,0.820348,1.379268,0.644258,20602,0.759168,1.00181,0.628127,36542,1.890229,2.361629,0.439099,16067,3.488394,3.89367,0.153502,6254,6.615714,7.153276,0.067207,6041,10.601813,10.942328,0.0,1776,1.782995,2.993342,0.511526,87282
environment_1/09187,0.282416,0.63564,0.674608,35468,0.872703,1.375409,0.683817,30884,2.62397,3.005218,0.077402,7235,3.495385,3.864659,0.180463,6306,7.074397,7.280843,0.007366,4887,11.824888,12.009965,0.0,2153,1.587742,3.037144,0.538116,86933
environment_1/09188,1.42226,2.179061,0.336404,15850,1.431616,1.729239,0.302641,38240,2.965795,3.314211,0.16847,15991,5.04317,5.31965,0.059472,11064,8.674991,8.905101,0.0,4115,14.108179,14.296363,0.0,1753,2.76902,3.957763,0.232804,87013
environment_1/09189,0.339836,0.904388,0.784638,28329,1.187754,1.663284,0.498377,24339,1.731809,2.271147,0.527552,18601,3.162023,3.711026,0.27573,8327,4.31392,5.19317,0.293542,5621,8.844341,9.762628,0.103363,2022,1.595746,2.720014,0.553949,87239
