b1_sae,b1_sse,b1_d1n,b1_px,b2_sae,b2_sse,b2_d1n,b2_px,b3_sae,b3_sse,b3_d1n,b3_px,b4_sae,b4_sse,b4_d1n,b4_px,b5_sae,b5_sse,b5_d1n,b5_px,b6_sae,b6_sse,b6_d1n,b6_px,all_sae,all_sse,all_d1n,all_px
0.0,0.0,0,0,23491.078125,77078.25,23117,29929,14273.172852,32904.351562,12613,16142,14625.480469,38507.480469,9889,12378,30049.025391,141547.46875,5973,10939,51575.304688,438915.125,1470,7810,134014.0625,728952.75,53062,77198
19.06114,2.396726,153,153,21434.390625,48625.28125,20671,27888,13984.126953,20971.900391,14616,16487,20019.615234,56572.886719,7548,11903,46757.992188,245651.6875,5317,13472,50406.585938,439932.96875,1050,7079,152621.765625,811757.125,49355,76982
12836.416016,50075.039062,2974,9987,29224.363281,149398.78125,12367,20934,43262.828125,165331.5625,11655,22392,21863.720703,89263.015625,4780,9241,53745.492188,397220.65625,2446,10188,50933.265625,554117.875,676,5672,211866.09375,1405406.875,34898,78414
7181.037109,8352.34668,20066,27917,7375.66748,15184.083984,9529,11911,26004.875,105573.78125,10418,15592,15339.720703,54805.320312,5079,8500,41660.894531,343435.0625,3918,8737,45438.539062,488634.9375,1084,5692,143000.734375,1015985.5,50094,78349
6941.300781,25905.515625,2514,4593,8957.984375,16464.382812,22408,24921,15445.027344,35181.683594,12863,16852,15199.993164,40895.789062,6230,9557,48675.4375,233086.1875,8348,16030,46599.21875,420280.0,878,6330,141818.96875,771813.5625,53241,78283
74.665665,199.20108,0,28,23952.060547,118582.296875,25079,29548,12730.97168,21247.316406,13550,16787,13269.432617,36951.292969,6843,9372,37430.570312,162490.890625,9723,15313,41057.679688,377817.375,1315,5911,128515.390625,717288.375,56510,76959
5586.084961,14860.426758,5275,7186,10160.695312,25236.046875,15921,19198,18096.642578,44771.691406,10247,15519,20146.015625,62195.015625,12542,15304,30685.050781,156154.359375,8010,12362,35347.171875,339638.34375,1899,5721,120021.664062,642855.875,53894,75290
6159.342773,36995.890625,0,1154,14014.543945,55671.039062,18223,22281,8136.96582,14266.703125,14201,16246,14667.105469,21870.728516,17693,19300,20276.332031,79331.765625,5957,9764,30724.558594,226144.109375,2245,6138,93978.84375,434280.21875,58319,74883
0.0,0.0,0,0,6800.667969,10365.710938,17452,20146,10568.357422,13490.785156,22764,24147,16781.289062,34476.132812,11816,15605,24888.941406,127596.421875,5758,9753,26013.054688,222355.734375,2787,5550,85052.3125,408284.78125,60577,75201
0.0,0.0,0,0,5717.274414,5344.852539,21607,23215,16422.361328,26349.445312,23068,26865,11760.726562,30311.146484,7169,10061,22448.841797,105625.53125,6997,10398,22074.613281,192857.765625,2474,4764,78423.820312,360488.75,61315,75303
